candidate,p,q,P,Q,k_arma,n_exog,k_params_total,aicc,aic,nobs,nobs_effective,llf_burn,converged,lb_lag,lb_stat,lb_df,lb_pvalue,lb_pass
monthly,0,2,1,2,5,12,18,6034.006796084899,6033.215129418232,884,883,1,False,14,5.8273669649681885,9,0.7570641201871301,True
monthly,0,2,0,1,3,12,16,6034.191576722214,6033.563401202584,884,883,1,False,14,6.256952504835643,11,0.8556811642939631,True
monthly,0,2,1,0,3,12,16,6034.198349929211,6033.57017440958,884,883,1,False,14,6.110050732633444,11,0.8659212697264798,True
monthly,1,1,1,0,3,12,16,6034.274332494419,6033.646156974788,884,883,1,False,14,6.3730656661245675,11,0.8473493551562575,True
monthly,1,1,0,1,3,12,16,6034.7337569083265,6034.105581388696,884,883,1,False,14,6.4268166332996595,11,0.8434235991564396,True
monthly,0,2,2,1,5,12,18,6034.864755643234,6034.073088976567,884,883,1,False,14,5.9231350859943515,9,0.7475859528804909,True
monthly,0,2,2,0,4,12,17,6036.033108023503,6035.325593572636,884,883,1,False,14,5.858703035169412,10,0.8269913535404056,True
monthly,0,2,0,2,4,12,17,6036.09370928551,6035.386194834643,884,883,1,False,14,5.839497884388718,10,0.8285627878888436,True
monthly,2,1,1,0,4,12,17,6036.171478176388,6035.46396372552,884,883,1,False,14,5.938761424691882,10,0.8203817216175927,True
monthly,0,2,0,0,2,12,15,6036.298559797391,6035.744926579398,884,883,1,False,14,9.99457417090165,12,0.6164366826965963,True
monthly,1,1,2,0,4,12,17,6036.364401376748,6035.656886925881,884,883,1,False,14,6.109500186363274,10,0.8059811031977326,True
monthly,1,1,0,0,2,12,15,6036.724439531852,6036.170806313859,884,883,1,False,14,10.421043157027695,12,0.5790743687225448,True
monthly,1,1,2,1,5,12,18,6038.563800540321,6037.772133873654,884,883,1,False,14,6.042508395524343,9,0.7356564419962828,True
monthly,1,2,1,0,4,12,17,6039.677512191567,6038.9699977407,884,883,1,False,14,6.452703463630864,10,0.7759041772893505,True
monthly,0,1,1,0,2,12,15,6042.146578357377,6041.592945139384,884,883,1,False,14,17.113696557494695,12,0.14537024942870766,True
monthly,0,1,0,1,2,12,15,6042.267105906717,6041.713472688724,884,883,1,False,14,17.211798403261536,12,0.14180236000422508,True
monthly,0,1,0,0,1,12,14,6043.824311206079,6043.340440238338,884,883,1,True,14,21.93039917899325,13,0.056449616915022045,True
monthly,0,1,2,0,3,12,16,6044.322130359433,6043.693954839802,884,883,1,False,14,17.10719909727712,11,0.10474440688582926,True
monthly,0,1,0,2,3,12,16,6044.323584347112,6043.6954088274815,884,883,1,False,14,17.128727192199747,11,0.10412510824962283,True
monthly,0,1,2,1,4,12,17,6045.129153074249,6044.421638623382,884,883,1,False,14,17.485840003745782,10,0.06428139073389473,True
fourier_K1,2,0,1,0,3,2,6,6117.749217219203,6117.653326808244,884,883,1,True,14,71.29664866056586,11,6.921108923386081e-11,False
fourier_K2,2,0,1,0,3,4,8,6121.768489726767,6121.603730001367,884,883,1,True,14,71.36713571616616,11,6.710315052248873e-11,False
fourier_K3,2,0,0,1,3,6,10,6125.6578876732265,6125.405594095245,884,883,1,True,14,72.06338363936999,11,4.942684043725273e-11,False
fourier_K4,2,0,0,1,3,8,12,6129.602844979679,6129.244224290023,884,883,1,True,14,72.23598192480965,11,4.581633609607302e-11,False
fourier_K1,1,0,1,0,2,2,5,6191.206920657638,6191.138505606326,884,883,1,True,14,102.71776555363859,12,1.6313060392257022e-16,False
fourier_K2,1,0,1,0,2,4,7,6195.235974876514,6195.107974876514,884,883,1,True,14,102.75358966583575,12,1.6050846048858924e-16,False
fourier_K3,1,0,1,0,2,6,9,6199.115279117753,6198.909093550743,884,883,1,True,14,102.98721633345701,12,1.444097913065799e-16,False
fourier_K3,1,0,0,1,2,6,9,6199.271223105577,6199.065037538567,884,883,1,True,14,103.1756879347658,12,1.326048145779615e-16,False
monthly,1,0,1,0,2,12,15,6200.467063815453,6199.91343059746,884,883,1,False,14,98.13037798281904,12,1.292880915359062e-15,False
fourier_K4,1,0,1,0,2,8,11,6203.121912091478,6202.818812206289,884,883,1,True,14,103.09255907622932,12,1.3768801899163918e-16,False
fourier_K4,1,0,0,1,2,8,11,6203.277097706315,6202.9739978211255,884,883,1,True,14,103.2816114017216,12,1.26398167662727e-16,False
fourier_K5,1,0,1,0,2,10,13,6207.0574805051665,6206.638608238193,884,883,1,True,14,103.32199506325668,12,1.2410894290685516e-16,False
fourier_K6,1,0,1,0,2,12,15,6210.829377593607,6210.2757443756145,884,883,1,True,14,103.77478030917379,12,1.0110744901971044e-16,False
fourier_K1,0,0,1,0,1,2,4,6345.836251783509,6345.790693696949,884,883,1,True,14,154.53621878394432,13,2.5077667614801156e-26,False
fourier_K1,0,0,0,0,0,2,3,6345.881674036947,6345.85437028268,884,883,1,True,14,155.78496956217649,14,4.9852532673063206e-26,False
fourier_K2,0,0,1,0,1,4,6,6349.868147110391,6349.772256699432,884,883,1,True,14,154.55204849895395,13,2.4893795317062096e-26,False
fourier_K2,0,0,0,0,0,4,5,6349.902591307568,6349.834176256257,884,883,1,True,14,155.8043812409107,14,4.9407436535837216e-26,False
monthly,0,0,0,0,0,12,13,6352.055924614022,6351.637052347049,884,883,1,True,14,149.53868827400254,14,8.889758999694641e-25,False
monthly,0,0,1,0,1,12,14,6352.11711010294,6351.633239135199,884,883,1,True,14,148.772673261467,13,3.641577037800896e-25,False
fourier_K3,0,0,0,0,0,6,7,6353.868772690245,6353.740772690246,884,883,1,True,14,155.91969866632044,14,4.684393338919554e-26,False
fourier_K3,0,0,0,1,1,6,8,6353.984768500166,6353.8200087747655,884,883,1,True,14,154.72488872929026,13,2.297169279986804e-26,False
